Airline,Source,Destination,Total_Stops,Price,Journey_Day,Journey_Month,Duration_mins,Dep_Hour,Arrival_Hour
3,2,1,1,6818,6,3,425,5,12
4,0,5,1,25735,3,1,1165,14,9
4,2,1,2,9483,4,9,1775,13,19
4,2,1,2,10368,24,6,1025,19,12
6,2,1,1,8073,15,5,720,9,21
3,3,0,0,4778,3,1,165,22,0
4,3,0,1,13941,18,5,520,20,4
4,3,0,1,10844,5,1,365,16,22
4,3,0,1,10844,5,9,800,6,19
8,3,0,0,3841,24,5,145,9,11
4,3,0,1,10844,15,5,590,6,16
4,2,1,2,8728,27,3,820,5,18
4,3,0,1,11467,5,1,1080,20,14
6,2,1,1,15078,3,6,390,9,15
6,2,1,1,7198,6,6,510,17,1
1,2,1,1,8372,24,6,640,21,7
6,2,1,1,7308,27,5,570,16,1
8,2,1,1,4414,27,3,270,8,13
3,3,0,0,5224,18,4,150,14,16
4,0,5,1,7832,21,3,625,5,16
3,0,5,0,6860,3,9,165,1,4
6,2,1,1,15136,3,6,755,13,1
4,2,1,1,5963,27,3,1665,16,19
1,2,1,2,8665,27,3,1305,21,19
4,2,1,2,15129,21,5,1760,23,4
8,3,0,0,3841,18,5,150,17,19
6,2,1,1,13377,6,9,930,10,1
4,2,1,2,16914,3,9,1380,5,4
4,2,1,1,10262,6,9,1005,2,19
3,3,0,1,5386,5,9,280,17,22
4,3,0,1,14388,15,5,450,21,4
4,2,1,2,15129,27,5,810,5,19
3,2,1,1,6442,15,5,635,11,22
4,2,1,2,10368,6,3,1025,19,12
4,2,1,1,12767,21,3,1670,15,18
4,2,1,1,10262,6,6,805,15,4
6,2,1,1,7408,6,12,780,8,21
6,2,1,1,13587,27,6,660,10,21
1,3,0,1,8891,15,5,905,16,7
3,2,1,1,5883,6,6,895,10,1
4,2,1,1,10262,27,6,1415,13,12
4,3,0,1,10844,6,9,1415,21,20
4,3,0,1,14781,5,9,800,6,19
3,1,4,0,6297,15,3,145,14,17
0,3,0,0,4409,5,12,150,22,1
1,2,1,2,12383,6,9,500,10,19
8,4,3,0,2017,5,3,90,13,14
1,4,3,1,12308,3,6,850,19,9
8,1,4,0,3384,18,3,140,17,20
4,0,5,1,9134,15,3,435,8,16
3,2,1,1,7464,18,5,325,2,7
6,2,1,1,6093,27,4,540,7,16
6,2,1,1,15237,3,3,890,4,18
4,4,3,0,4995,5,1,85,7,8
1,2,1,0,6934,24,5,180,14,17
4,3,0,1,13784,4,1,775,21,10
0,3,0,0,4409,15,6,155,10,12
6,2,1,1,15898,27,5,375,13,19
1,2,1,2,11989,21,5,1560,17,19
8,4,3,0,2017,6,3,90,13,14
6,2,1,1,11098,6,1,845,4,19
3,2,1,1,6794,21,5,480,17,1
4,3,0,1,10844,5,1,730,21,9
6,2,1,2,34608,3,9,630,15,1
1,2,1,0,6094,15,5,180,14,17
3,3,0,1,4565,5,9,315,15,20
1,2,1,3,10493,27,5,2280,5,19
1,2,1,2,9653,27,6,1410,19,19
1,0,5,2,12305,18,3,1670,6,10
1,0,2,0,6961,15,5,165,10,12
6,2,1,1,9794,15,5,395,6,12
6,2,1,1,13377,27,5,480,17,1
4,2,1,1,12898,27,5,1005,2,19
6,2,1,1,7155,27,6,470,11,19
6,2,1,1,13377,24,6,630,15,1
10,0,2,0,4668,5,3,170,11,14
3,0,5,1,8110,3,1,290,7,12
4,0,2,0,4544,4,6,180,8,11
1,2,1,2,9653,27,6,1595,16,19
4,3,0,1,14781,5,1,590,8,18
11,0,2,0,5969,4,6,170,11,14
8,4,3,0,2017,4,3,90,13,14
4,3,0,1,14151,6,6,395,17,23
4,3,0,1,13731,6,9,730,16,4
4,2,1,1,15400,3,3,590,9,18
4,3,0,1,8066,5,9,1520,9,10
4,2,1,2,21314,3,3,2230,5,18
1,0,5,1,14069,3,1,700,11,22
4,4,3,0,2470,15,3,90,15,17
3,3,0,0,4804,24,4,155,20,22
1,0,5,1,9029,15,3,425,5,12
3,3,0,0,4804,5,12,155,4,7
4,2,1,2,15129,5,9,1195,23,19
3,4,3,0,2754,24,3,85,19,20
4,3,0,1,13364,4,1,665,21,8
3,3,0,1,6933,24,3,280,17,22
4,2,1,2,15129,18,5,810,23,12
6,2,1,1,11200,6,9,455,11,19
4,4,3,0,3210,15,5,85,2,4
4,4,3,0,8040,18,6,90,10,11
4,2,1,2,10919,6,12,830,14,4
3,2,1,1,6442,27,6,515,7,16
3,2,1,0,4729,4,1,195,14,17
3,2,1,1,6442,3,6,625,11,22
8,3,0,0,3841,6,12,140,22,0
1,2,1,2,10441,6,3,1410,19,19
6,2,1,1,13587,6,1,660,10,21
4,3,0,1,11467,15,5,1080,20,14
3,1,4,0,7295,3,3,135,13,15
8,1,4,0,3597,5,1,135,9,12
6,2,1,1,7787,5,9,755,6,19
3,2,1,1,14871,3,6,860,6,21
3,1,4,0,3540,15,6,165,15,18
3,2,1,1,6442,6,1,940,6,22
0,0,2,0,3383,24,6,165,11,13
0,3,0,0,4409,18,4,150,22,1
3,1,4,0,3850,5,9,140,7,10
6,2,1,1,8018,24,6,555,13,22
4,3,0,1,11467,4,1,1120,20,15
10,0,2,0,4668,6,6,170,11,14
4,2,1,2,13922,24,6,1525,17,19
1,4,3,0,3625,5,6,80,6,7
0,3,0,0,5989,18,5,150,19,22
3,0,2,0,4423,21,4,170,4,6
4,2,1,0,9564,18,6,195,9,13
4,3,0,1,8529,6,12,1545,16,18
1,3,0,0,4145,6,6,155,20,23
3,3,0,0,4804,5,3,155,17,19
3,2,1,1,6938,6,1,490,14,22
4,0,5,1,14815,3,6,1420,8,7
6,2,1,1,15077,3,6,705,7,19
4,2,1,2,13014,15,6,560,9,19
1,3,0,2,11201,6,9,875,5,20
4,3,0,1,12692,6,6,1295,20,18
6,2,1,1,9646,6,1,385,9,16
4,2,1,1,16079,24,5,335,22,4
1,3,0,2,6117,15,5,1555,9,11
6,2,1,1,6795,6,9,615,15,1
1,4,3,0,3100,6,1,80,21,22
4,2,1,1,15851,5,9,620,2,12
10,1,4,0,3687,6,6,135,7,9
3,0,2,0,4990,4,12,180,16,19
4,2,1,1,15554,5,9,1425,19,19
6,2,1,1,9526,15,6,795,6,19
3,2,1,0,6015,18,5,195,5,8
1,3,0,2,10676,5,1,590,12,21
4,2,1,1,12898,27,5,1100,18,12
4,2,1,2,15129,27,5,1760,23,4
6,2,1,1,13378,21,3,465,11,19
8,3,0,0,4174,6,1,145,9,11
6,2,1,1,9103,21,5,455,11,19
3,1,4,0,3850,6,9,140,7,10
10,2,1,0,6216,6,9,190,14,17
10,3,0,1,8610,4,1,385,17,23
4,3,0,1,10539,6,6,1005,17,9
3,2,1,1,6674,3,9,625,11,22
6,2,1,1,7618,24,6,780,8,21
3,0,2,0,3943,21,4,175,0,3
10,0,5,0,11913,24,3,155,16,18
3,0,5,0,6860,3,9,170,18,21
4,2,1,2,13292,6,12,810,5,19
6,2,1,1,17057,3,6,795,2,15
4,2,1,2,13014,27,6,810,5,19
1,2,1,2,11552,3,3,2170,7,19
3,1,4,0,6297,3,12,145,11,14
3,1,4,0,4332,24,3,145,11,14
1,2,1,0,5674,21,3,170,5,8
6,2,1,1,10711,21,5,730,7,19
4,3,0,1,11467,4,1,505,9,18
1,3,0,2,12434,5,6,1335,16,15
1,2,1,0,5201,24,6,185,18,21
10,0,2,0,4878,18,5,155,17,19
4,2,1,2,13014,6,6,1375,5,4
8,1,4,0,3597,6,6,135,8,10
1,0,5,2,12599,3,3,1580,8,11
4,3,0,1,10844,24,5,1660,18,22
4,2,1,1,12898,21,5,1005,2,19
3,0,2,0,3943,21,6,170,13,15
6,2,1,1,7198,6,12,750,13,1
8,3,0,1,4963,18,5,315,15,20
3,0,5,0,12649,3,1,170,16,19
6,2,1,1,17267,3,6,450,8,15
4,2,1,1,12373,5,9,715,7,19
4,0,5,1,13502,3,3,785,11,0
6,2,1,1,11622,21,3,440,11,18
8,3,0,0,5515,3,3,140,22,0
4,3,0,1,9314,15,5,1080,20,14
6,2,1,1,11789,6,3,520,10,19
3,0,2,0,4823,4,6,170,20,22
1,2,1,2,10467,6,3,1210,13,9
6,2,1,1,7408,6,3,480,13,21
1,2,1,1,7480,15,6,1640,6,9
8,3,0,0,3841,24,4,140,22,0
8,1,4,0,3543,18,5,140,17,20
1,2,1,3,10493,24,6,2280,5,19
6,2,1,1,9103,27,5,455,11,19
4,3,0,1,10844,5,6,345,14,19
3,0,2,0,4823,6,9,170,20,22
0,0,5,0,4482,24,3,165,23,2
4,3,0,1,8529,6,12,1655,6,10
1,2,1,0,7931,3,3,180,14,17
4,3,0,1,9663,18,5,865,18,9
4,2,1,2,10368,6,1,560,9,19
1,3,0,2,10151,18,5,590,12,21
8,1,4,0,3543,27,5,140,17,20
6,2,1,1,7530,6,1,390,19,1
6,2,1,1,6805,5,9,455,14,22
2,0,2,0,3419,18,6,175,7,10
0,0,2,0,7120,6,9,170,23,2
4,3,0,1,14151,21,5,1075,17,10
1,4,3,0,3100,21,6,80,6,7
4,3,0,1,12121,24,5,1285,17,14
8,4,3,0,2017,5,6,90,5,7
8,4,3,0,2647,15,6,90,5,7
3,2,1,1,6147,6,12,320,17,22
4,2,1,2,14237,6,1,600,18,4
4,3,0,1,13044,6,12,730,21,9
4,2,1,1,15554,18,5,1005,2,19
8,0,2,0,4423,4,9,170,9,12
1,2,1,1,8372,6,6,640,21,7
4,3,0,1,10844,18,5,1655,20,23
10,3,0,1,9555,18,5,1550,17,18
1,2,1,2,8839,15,5,970,17,9
1,3,0,2,10151,5,6,1830,12,18
1,3,0,2,11432,5,12,1210,9,5
8,0,2,0,4319,15,4,170,9,12
1,3,0,2,9626,6,6,1830,12,18
1,3,0,1,10623,18,5,1615,17,20
4,2,1,0,9564,18,4,195,11,14
4,3,0,1,14781,5,9,400,14,20
4,0,2,0,7229,15,5,180,8,11
3,2,1,1,5684,27,6,480,17,1
4,3,0,1,14388,18,5,1655,5,9
8,0,2,0,5515,18,4,170,9,12
4,3,0,1,12692,6,9,1540,20,22
4,3,0,1,9314,5,1,575,9,19
8,3,0,0,3873,15,6,150,17,19
8,3,0,0,4807,21,4,140,22,0
6,2,1,1,14848,27,6,615,9,19
3,2,1,1,6171,24,4,425,5,12
8,4,3,0,1965,24,6,90,13,14
4,3,0,1,10539,6,12,690,9,21
0,0,2,0,4483,6,1,165,11,13
6,2,1,1,8371,27,3,795,6,19
4,2,1,1,15764,3,6,870,13,4
4,3,0,1,10844,5,12,425,16,23
1,3,0,2,11642,18,5,765,16,5
3,0,2,0,4423,4,12,170,4,6
10,0,2,0,4878,15,6,170,9,12
8,4,3,0,2227,5,9,90,13,14
4,3,0,1,10844,15,5,1545,16,18
0,3,0,0,4107,4,3,150,19,22
10,3,0,1,11262,24,3,1660,7,10
4,2,1,1,10262,6,3,1355,14,12
4,0,2,0,4544,18,5,175,15,18
4,0,2,0,6144,24,5,185,18,22
2,0,5,0,5706,15,3,175,7,10
4,0,5,1,5853,15,3,390,5,12
4,3,0,2,10118,21,5,860,6,20
1,3,0,2,14687,5,1,1200,9,5
6,2,1,1,9254,27,5,465,11,19
4,2,1,2,10368,6,1,1125,9,4
4,3,0,1,14571,6,6,400,14,20
4,0,2,0,7229,6,1,175,15,18
3,2,1,1,6093,6,6,860,6,21
6,2,1,1,16023,3,9,780,8,21
3,1,4,0,3597,6,6,140,14,17
4,3,0,1,8824,24,3,1015,6,23
3,2,1,1,7060,3,9,345,2,7
4,3,0,1,14231,24,3,1160,13,9
4,0,2,0,4544,24,4,185,18,22
4,2,1,1,16289,3,9,1665,15,18
3,3,0,0,6565,3,3,165,10,12
3,1,4,0,3597,21,6,140,14,17
1,2,1,1,7480,5,6,765,20,9
10,3,0,1,9922,5,12,1065,17,10
4,0,2,0,7229,27,5,180,17,20
4,2,1,2,14300,15,6,995,20,12
4,2,1,1,12242,27,3,1570,2,4
6,2,1,1,10678,24,6,455,11,19
6,2,1,1,9450,27,5,780,8,21
3,3,0,0,4174,4,6,160,21,0
4,0,2,0,4544,4,6,180,7,10
3,3,0,1,5386,15,5,280,17,22
4,2,1,2,15129,24,5,1430,19,19
3,2,1,1,6412,15,6,490,14,22
4,2,1,2,15339,27,6,1760,23,4
4,0,5,0,7229,24,3,165,2,4
10,0,2,0,4878,6,1,170,9,12
0,3,0,0,3807,4,6,155,10,12
4,2,1,1,12373,18,5,1145,17,12
4,3,0,1,14571,6,6,570,14,23
4,2,1,1,10262,6,12,520,19,4
4,2,1,1,10577,6,9,1325,20,19
10,4,3,1,12395,3,6,1560,20,22
8,3,0,0,3841,27,4,155,6,9
0,2,1,1,8759,6,3,470,7,15
3,2,1,1,7738,21,3,645,4,15
3,2,1,1,7503,18,5,630,15,1
3,2,1,1,5883,6,3,845,11,1
4,3,0,1,12692,6,12,800,20,9
3,0,2,0,4823,15,4,170,8,11
8,4,3,0,2017,27,5,90,5,7
1,2,1,2,8603,6,12,1180,12,7
4,0,2,0,5769,21,6,175,11,14
4,3,0,1,12681,4,1,1400,18,18
8,0,2,0,3625,24,6,160,5,8
3,2,1,1,8854,5,9,975,9,1
3,4,3,0,2754,15,5,90,2,4
1,2,1,1,8372,6,12,555,10,19
4,2,1,1,10262,6,12,1235,16,12
1,1,4,0,10810,3,3,135,11,13
3,1,4,0,3540,15,6,145,5,7
4,0,2,0,8016,6,6,185,18,22
3,0,5,0,6860,3,9,170,10,13
0,2,1,1,6451,27,4,340,16,22
4,3,0,1,13067,5,6,1120,20,15
4,3,0,1,11467,5,6,1500,17,18
1,3,0,1,10203,5,9,795,10,23
0,3,0,0,4082,3,12,150,22,1
1,2,1,2,13276,21,5,500,10,19
4,0,5,2,23001,3,9,420,8,15
4,3,0,1,10844,6,6,1550,18,20
3,0,2,0,4990,27,6,175,18,21
4,0,5,1,10037,3,9,550,5,15
4,3,0,1,14388,5,6,520,20,4
3,0,5,0,7303,24,3,170,16,19
1,2,1,2,12287,3,3,1305,21,19
4,3,0,1,10844,6,6,400,14,20
4,4,3,0,4995,24,5,90,10,11
6,2,1,1,9794,27,5,440,11,19
3,3,0,1,4226,6,6,240,6,10
3,2,1,1,7318,21,3,845,11,1
4,3,0,1,8529,6,12,735,20,8
1,3,0,2,9416,6,12,1830,12,18
4,2,1,2,11507,6,3,1620,9,12
1,3,0,2,9920,4,1,970,16,8
6,2,1,1,7038,18,5,540,7,16
2,2,1,1,4959,6,3,355,7,12
4,4,3,0,5678,6,9,85,7,8
4,0,2,0,7229,6,9,180,8,11
4,3,0,1,7064,4,1,425,16,23
3,0,2,0,4823,4,6,170,8,11
4,3,0,1,14571,24,5,365,16,22
3,3,0,0,4148,27,3,165,9,12
1,3,0,2,13873,24,5,920,10,1
4,2,1,1,10262,24,6,1415,13,12
4,2,1,2,15129,21,5,1430,19,19
6,2,1,1,6645,4,9,830,11,1
3,3,0,0,4804,5,1,155,17,19
3,0,5,1,5746,3,9,245,11,15
2,2,1,1,5199,6,9,460,5,13
3,1,4,0,4332,18,3,140,19,21
3,2,1,1,6416,6,1,575,11,21
1,0,5,2,12935,18,3,575,6,16
4,0,5,1,7832,21,3,685,8,20
4,3,0,1,8586,5,1,730,16,4
4,0,2,0,5769,24,6,175,15,18
4,4,3,0,8040,21,5,90,10,11
10,2,1,0,12411,3,6,190,6,9
1,3,0,1,8366,6,9,745,9,21
6,2,1,1,7354,6,3,705,7,19
1,0,5,2,13576,3,1,665,11,22
6,2,1,1,11622,6,3,585,9,19
1,3,0,2,12723,6,6,1045,5,23
4,3,0,1,13759,24,3,900,8,23
3,2,1,1,6412,15,5,380,16,22
3,2,1,2,6494,27,3,765,8,21
4,4,3,0,5678,24,3,90,15,17
1,3,0,1,8891,5,12,1545,9,11
4,2,1,1,17024,3,3,1260,21,18
4,2,1,2,10368,6,12,560,9,19
4,3,0,1,14571,6,9,1335,20,18
4,0,5,1,7832,21,3,495,7,15
4,3,0,1,14151,5,9,750,9,22
6,2,1,1,7154,21,3,510,10,19
0,3,0,1,5192,15,4,710,7,19
6,2,1,2,21483,3,6,630,15,1
4,3,0,1,6812,6,6,730,16,4
3,0,5,1,13292,3,3,300,19,0
3,3,0,0,4174,4,9,155,22,0
4,2,1,2,11150,27,6,1045,19,12
3,2,1,1,5912,24,4,310,17,22
1,2,1,1,8907,27,6,570,13,23
1,0,5,1,8767,3,9,640,17,3
4,2,1,1,12242,27,3,520,19,4
1,3,0,1,6327,24,5,580,19,4
8,1,4,0,3543,24,5,135,9,12
6,2,1,1,15058,6,3,675,8,19
4,0,5,1,11087,3,12,1410,18,18
4,3,0,1,13941,5,9,520,20,4
8,2,1,1,7317,6,1,380,15,22
4,2,1,2,15129,5,9,1430,19,19
4,3,0,1,9663,24,5,775,21,10
3,2,1,1,5065,24,4,300,16,21
1,2,1,1,8907,27,6,795,9,23
8,3,0,0,4148,21,3,150,9,11
6,2,1,1,13587,6,9,420,14,21
4,2,1,1,10262,6,6,395,21,4
4,0,5,1,12284,18,3,1090,14,8
4,3,0,1,14781,15,5,1285,18,16
4,3,0,1,9663,18,5,1495,8,9
3,0,5,0,19685,3,1,170,13,15
1,3,0,1,10203,5,12,795,10,23
4,3,0,1,13941,15,5,1330,6,4
1,0,5,0,25703,3,1,165,21,23
4,2,1,1,10262,6,9,865,14,4
8,1,4,0,3543,5,1,140,17,20
8,3,0,0,3841,4,6,150,14,17
4,2,1,1,15554,18,5,450,11,19
4,3,0,1,10844,24,5,345,14,19
4,3,0,1,12692,6,12,1285,17,14
4,4,3,0,3210,6,9,90,19,21
1,2,1,2,9601,15,5,435,12,19
6,2,1,1,13377,15,6,750,13,1
4,3,0,1,11134,24,3,1395,18,18
6,2,1,1,8055,27,3,725,8,21
4,2,1,1,12242,27,3,655,17,4
1,0,5,1,8425,3,9,1520,22,23
8,4,3,0,2753,15,6,90,5,7
8,0,2,0,3311,27,5,175,21,0
3,3,0,1,4226,6,12,240,6,10
4,0,5,1,26890,3,1,1210,8,5
6,2,1,1,12524,24,6,780,6,19
8,3,0,0,3847,21,3,150,17,19
4,3,0,1,12681,4,1,425,16,23
4,2,1,2,13882,6,6,1140,9,4
4,2,1,2,15129,18,5,1615,9,12
4,3,0,1,10844,6,6,740,8,20
4,0,5,1,12547,3,12,650,21,8
4,3,0,1,14178,6,9,585,18,4
3,2,1,1,14871,3,3,575,16,1
4,2,1,2,10368,6,9,1125,9,4
6,2,1,1,15078,3,6,780,8,21
3,3,0,0,4804,21,5,160,21,0
8,3,0,0,3873,5,9,150,17,19
8,3,0,0,3841,24,6,150,17,19
2,2,1,1,5457,6,1,355,7,12
4,3,0,1,14781,5,12,510,14,22
4,2,1,1,15764,3,9,1260,21,18
10,0,2,0,4668,6,12,170,9,12
4,2,1,0,9564,24,6,195,11,14
3,2,1,1,7191,15,5,860,6,21
4,2,1,1,15764,3,6,520,19,4
4,3,0,1,14388,5,6,1315,14,12
4,2,1,1,6540,27,3,520,19,4
8,0,2,0,3625,24,6,170,9,12
6,2,1,1,8266,5,9,705,7,19
8,3,0,1,10944,18,5,435,11,18
3,2,1,1,5073,27,3,300,16,21
4,0,5,1,9134,15,3,400,5,12
10,3,0,1,8085,6,12,1440,20,20
4,0,5,1,22270,3,6,325,7,12
1,3,0,2,9836,4,1,1620,7,10
3,2,1,1,14871,3,3,420,18,1
4,4,3,2,23528,3,12,605,6,16
4,0,2,0,8016,6,6,180,7,10
4,0,5,1,12284,18,3,550,7,16
6,2,1,1,7005,6,12,900,6,21
3,3,0,0,4804,6,3,155,11,14
3,2,1,1,6827,27,3,300,5,10
1,4,3,0,3100,5,12,80,6,7
4,4,3,0,2759,15,3,90,19,21
4,3,0,1,13067,5,9,1480,20,21
2,0,2,0,3898,15,4,165,20,23
4,2,1,2,10368,6,12,1125,9,4
8,0,5,0,4273,18,3,170,5,8
8,0,2,0,3311,24,5,160,5,8
6,2,1,1,15136,3,6,720,9,21
6,2,1,1,6601,4,9,665,7,18
10,3,0,1,8452,24,5,1580,20,22
4,3,0,1,9314,5,1,1285,17,14
3,2,1,1,6386,6,1,345,2,7
6,2,1,1,13377,24,6,840,11,1
4,4,3,0,5678,3,3,90,2,4
0,0,2,0,4483,18,5,170,23,2
4,2,1,1,12898,27,5,1355,14,12
3,0,5,0,7648,3,3,175,7,10
4,3,0,1,14571,6,9,1025,6,23
3,4,3,0,4049,27,6,90,6,7
1,0,5,2,11728,18,3,875,8,23
8,3,0,0,3873,18,4,155,6,9
1,2,1,1,7480,5,9,765,20,9
4,0,2,0,8541,21,6,180,19,22
4,0,5,1,31825,3,1,755,22,11
3,1,4,0,3597,6,1,140,14,17
4,0,5,1,13817,3,12,1070,21,15
4,3,0,1,14571,24,5,740,8,20
0,2,1,1,6853,15,6,865,16,7
4,2,1,2,16704,27,5,1760,23,4
8,0,2,0,3573,27,5,170,9,12
10,3,0,1,9345,15,5,1550,17,18
4,2,1,2,13014,15,6,1375,5,4
6,2,1,1,13797,6,12,780,8,21
1,0,5,3,12358,3,3,1355,12,10
6,2,1,1,14086,3,9,440,18,1
3,1,4,0,3597,5,3,140,19,21
4,3,0,1,13731,24,5,800,18,8
4,2,1,1,12898,21,5,520,19,4
4,2,1,1,14714,6,6,745,16,4
10,0,2,0,5403,4,12,170,11,14
4,0,2,0,5769,24,6,165,6,8
0,3,0,0,5620,24,3,155,10,12
3,2,1,0,5000,18,6,195,5,8
1,2,1,2,10703,21,3,1855,12,19
6,2,1,1,13727,18,5,570,11,21
4,3,0,1,14388,5,12,800,20,9
1,3,0,2,13033,6,6,920,10,1
4,0,5,1,22270,3,1,1420,8,7
3,2,1,1,6769,27,5,345,21,3
0,3,0,2,5192,24,5,500,15,23
4,4,3,0,4995,24,5,85,2,4
3,1,4,0,8580,3,1,140,7,10
1,2,1,1,7480,15,6,1255,12,9
4,0,2,0,5198,27,4,180,8,11
4,2,1,2,10368,6,6,560,9,19
4,4,3,0,8040,5,6,85,7,8
4,2,1,2,18909,3,9,1205,8,4
1,3,0,2,12849,4,1,1345,7,5
1,2,1,1,22798,3,1,1350,9,8
4,3,0,1,14571,6,6,590,8,18
4,0,5,1,13502,3,6,1090,14,8
8,1,4,0,3332,27,3,140,17,20
6,2,1,1,7354,6,6,705,7,19
6,2,1,1,8073,15,5,660,10,21
3,4,3,0,4049,21,3,85,9,10
4,2,1,1,15029,3,9,1570,2,4
1,2,1,2,10975,24,6,1420,9,9
6,2,1,1,7038,6,1,920,7,22
4,2,1,1,15554,5,9,660,8,19
1,0,2,0,5228,6,12,170,21,23
3,2,1,1,5636,6,1,325,2,7
1,2,1,2,9653,27,6,1180,12,7
4,3,0,1,8586,24,5,910,18,10
8,4,3,0,2017,21,5,90,13,14
10,3,0,1,9345,24,5,1625,20,23
4,2,1,2,9270,21,3,1925,10,18
4,2,1,2,13292,6,3,810,5,19
4,2,1,2,8098,27,3,1570,17,19
1,2,1,1,7952,6,6,1420,9,9
3,2,1,1,5883,6,12,415,18,1
4,0,2,0,8016,6,6,180,19,22
8,3,0,0,4174,18,5,150,17,19
6,2,1,1,10696,6,3,925,7,22
10,0,2,0,4878,6,12,155,17,19
8,0,2,0,3971,4,1,170,9,12
6,2,1,1,7198,6,3,390,19,1
4,3,0,1,9314,5,6,1540,20,22
8,0,2,0,4423,5,1,170,9,12
8,3,0,0,3841,4,6,155,6,9
6,2,1,1,7154,27,3,510,10,19
1,2,1,1,9929,15,6,735,7,19
6,2,1,1,8266,5,9,455,11,19
6,2,1,1,10877,6,12,630,8,19
3,3,0,0,4804,24,6,150,15,17
6,2,1,1,13587,15,6,570,11,21
3,2,1,1,13611,3,6,515,4,13
3,2,1,1,6628,6,6,975,9,1
3,2,1,0,5601,6,12,195,14,17
8,2,1,1,5583,15,4,315,6,11
3,0,2,0,3943,21,5,170,10,13
3,0,5,0,4777,24,3,170,4,6
4,3,0,1,9663,5,12,960,20,12
4,2,1,2,10368,6,1,1375,5,4
3,2,1,1,5883,15,6,415,18,1
3,3,0,0,4804,27,4,155,11,14
10,0,5,0,13383,3,3,155,16,18
6,2,1,1,9646,6,1,555,13,22
4,3,0,1,11467,5,1,1570,17,19
0,3,0,1,5192,5,12,720,22,10
4,2,1,2,13376,6,12,1300,6,4
0,0,5,0,6477,3,3,165,23,2
6,2,1,1,13727,18,5,720,9,21
10,3,0,1,9555,18,5,1640,17,20
4,2,1,2,12819,24,6,1430,19,19
10,4,3,1,12395,3,6,750,10,22
4,2,1,1,10262,15,6,550,19,4
4,3,0,1,14781,21,5,740,8,20
4,4,3,0,5678,5,12,90,10,11
8,3,0,1,7804,15,5,330,15,21
4,2,1,1,10262,27,6,1680,15,19
4,0,2,0,5198,18,5,180,19,22
3,4,3,0,4049,5,3,90,6,7
0,0,2,0,3383,15,6,165,11,13
1,2,1,1,7174,27,5,320,17,23
1,2,1,1,8907,15,5,1590,20,23
4,2,1,2,13014,6,1,1615,9,12
4,3,0,1,13584,5,6,665,21,8
0,3,0,0,4107,15,5,150,22,1
4,4,3,0,2071,15,3,90,2,4
4,2,1,1,12373,5,9,450,20,4
1,0,5,2,13303,3,12,1745,8,13
4,3,0,1,8529,6,12,1055,16,10
4,3,0,1,14571,6,6,1495,18,19
4,2,1,2,15129,27,5,1760,23,4
4,0,2,0,8016,6,9,180,8,11
3,3,0,0,4804,6,6,160,21,0
1,0,5,1,5118,3,9,325,6,12
4,3,0,1,9663,18,5,1430,8,8
1,3,0,2,12723,6,9,1840,5,12
2,0,2,0,3419,5,12,165,20,23
4,0,5,1,11087,3,12,710,22,10
3,3,0,0,4174,4,12,155,22,0
4,2,1,1,10262,6,9,1225,8,4
4,2,1,2,12609,15,6,1620,9,12
10,0,2,0,4668,6,3,160,7,9
8,4,3,0,1965,24,5,90,22,0
3,4,3,0,4049,6,1,90,6,7
1,3,0,0,5195,4,12,150,14,16
3,3,0,0,4804,18,5,155,20,22
3,0,5,0,7648,3,3,170,13,15
3,1,4,0,3850,5,3,140,7,10
1,0,2,0,6121,15,4,165,10,12
3,1,4,0,3540,18,6,145,5,7
4,0,5,1,9134,15,3,340,5,11
4,3,0,1,10844,6,6,1660,18,22
3,1,4,0,5277,6,3,140,22,0
3,2,1,1,5073,4,6,300,16,21
8,3,0,0,3841,24,6,155,6,9
6,2,1,1,10877,6,3,690,7,19
4,2,1,1,5406,27,3,1575,17,19
4,3,0,1,14151,6,9,1005,17,9
4,2,1,2,14237,6,3,1090,18,12
3,4,3,0,2754,24,6,90,1,3
1,3,0,1,11306,18,5,805,7,20
0,3,0,1,5192,5,1,720,22,10
10,1,4,0,3687,6,12,135,7,9
6,2,1,1,12192,6,3,910,3,19
4,2,1,1,12898,27,5,360,13,19
4,2,1,1,14924,6,9,1395,19,19
8,3,0,1,8479,24,5,435,11,18
6,2,1,1,6943,27,5,690,14,1
6,2,1,1,7354,27,6,755,6,19
6,2,1,1,12192,6,6,600,9,19
3,0,2,0,3943,5,3,180,21,0
4,2,1,2,15129,5,6,1430,19,19
10,0,2,0,5403,4,9,160,7,9
4,2,1,2,13882,27,6,1140,9,4
4,4,3,0,5678,21,3,90,19,21
10,0,2,0,5403,27,4,170,11,14
10,0,2,0,4878,27,6,170,21,23
3,2,1,2,6494,27,3,880,6,21
3,0,5,0,4777,24,3,165,1,4
1,4,3,0,3625,6,6,90,13,15
1,3,0,2,9258,4,1,1830,12,18
4,2,1,1,10262,6,6,360,13,19
1,0,5,4,17686,3,1,1770,5,11
3,3,0,0,4174,4,3,150,15,17
6,2,1,1,7485,21,5,910,10,1
1,3,0,2,11222,18,5,1610,8,11
4,3,0,1,12121,5,1,1685,17,21
1,3,0,2,10697,21,5,610,8,18
4,2,1,1,12373,5,9,450,11,19
8,3,0,1,6381,21,5,520,8,17
4,2,1,2,17072,3,6,2070,17,4
4,2,1,2,10368,6,9,1615,9,12
